,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Account Holder Category
3498,30,6.0,182,4,0.8,Professional,94,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3499,49,23.0,114,1,0.3,Undergraduate,286,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3500,51,26.0,90,1,2.8,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3501,65,39.0,105,4,1.7,Professional,0,No,Yes,No,Yes,No,Holds Only Security Account
3502,32,8.0,58,3,2.0,Undergraduate,90,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3503,29,3.0,53,4,2.1,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3504,46,20.0,15,4,0.6,Professional,0,No,Yes,No,Yes,No,Holds Only Security Account
3505,64,39.0,103,1,0.8,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3506,27,1.0,58,4,1.8,Graduate,154,No,No,Yes,Yes,Yes,Holds Only Deposit Account
3507,50,23.0,83,1,2.66666666666667,Graduate,0,No,No,Yes,Yes,Yes,Holds Only Deposit Account
3508,33,9.0,125,1,4.3,Professional,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3509,38,12.0,61,3,0.9,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3510,38,11.0,69,3,2.33333333333333,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3511,37,11.0,89,1,1.5,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3512,46,20.0,70,4,2.9,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3513,31,4.0,39,2,1.0,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3514,35,9.0,41,4,1.2,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3515,50,26.0,148,2,0.4,Undergraduate,508,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3516,45,21.0,38,3,0.6,Graduate,148,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3517,30,6.0,95,1,3.9,Professional,146,Yes,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3518,60,36.0,129,2,6.0,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3519,31,5.0,84,4,1.8,Graduate,0,No,Yes,No,Yes,No,Holds Only Security Account
3520,60,35.0,29,3,1.3,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3521,36,10.0,30,2,0.8,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3522,64,40.0,90,2,0.0,Professional,134,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3523,29,4.0,150,1,0.8,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3524,58,33.0,15,4,0.9,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3525,59,34.0,13,4,0.9,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3526,58,33.0,9,2,0.2,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3527,35,10.0,24,4,1.1,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3528,43,17.0,41,3,2.2,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3529,33,7.0,25,4,1.0,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3530,54,28.0,49,4,2.8,Graduate,0,No,Yes,No,No,No,Holds Only Security Account
3531,38,12.0,58,3,0.9,Professional,128,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3532,38,12.0,141,2,0.0,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3533,57,32.0,50,4,2.1,Undergraduate,211,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3534,34,10.0,61,3,2.0,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3535,52,27.0,65,1,1.2,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3536,50,24.0,112,1,0.3,Undergraduate,229,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3537,60,34.0,19,3,0.3,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3538,26,0.0,23,1,0.1,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3539,56,30.0,60,1,2.2,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3540,39,15.0,30,4,0.3,Undergraduate,0,No,Yes,No,No,Yes,Holds Only Security Account
3541,45,20.0,144,4,5.4,Undergraduate,210,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3542,30,5.0,118,4,3.0,Professional,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3543,37,11.0,194,2,0.0,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3544,45,19.0,109,3,1.1,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3545,48,22.0,174,1,2.4,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3546,65,40.0,34,1,1.1,Professional,119,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3547,46,20.0,84,3,0.7,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3548,40,16.0,41,1,2.0,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3549,33,7.0,92,3,1.6,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3550,40,10.0,19,1,0.75,Professional,116,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3551,60,35.0,55,3,0.5,Graduate,172,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3552,51,27.0,22,4,0.5,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3553,41,16.0,155,1,7.0,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3554,37,13.0,72,4,2.0,Professional,0,No,Yes,No,No,No,Holds Only Security Account
3555,35,9.0,81,1,2.7,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3556,35,11.0,30,1,1.7,Undergraduate,0,No,Yes,No,No,Yes,Holds Only Security Account
3557,46,20.0,54,4,2.9,Undergraduate,189,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3558,60,34.0,60,3,2.5,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3559,51,25.0,68,1,1.5,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3560,31,5.0,65,4,2.2,Graduate,126,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3561,30,6.0,31,3,1.0,Graduate,142,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3562,32,8.0,169,1,6.5,Professional,272,Yes,Yes,Yes,Yes,No,Holds Both Security & Deposit Account
3563,53,27.0,139,1,0.9,Professional,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
3564,33,7.0,29,1,0.6,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3565,40,15.0,43,2,1.1,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3566,57,33.0,80,2,2.8,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3567,51,26.0,43,1,1.3,Graduate,123,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3568,30,4.0,194,2,4.5,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3569,41,15.0,24,2,0.8,Professional,0,No,Yes,No,Yes,No,Holds Only Security Account
3570,54,29.0,32,2,0.6,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3571,42,18.0,153,3,5.6,Undergraduate,416,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
3572,30,6.0,30,1,0.4,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3573,60,36.0,165,3,5.6,Undergraduate,0,Yes,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3574,56,30.0,64,3,0.3,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3575,63,38.0,15,4,0.6,Graduate,83,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3576,56,30.0,70,3,0.3,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3577,39,9.0,32,3,2.0,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3578,29,5.0,128,2,4.1,Graduate,209,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3579,28,2.0,84,1,2.9,Professional,102,No,Yes,Yes,No,Yes,Holds Both Security & Deposit Account
3580,41,16.0,62,2,2.2,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3581,28,4.0,33,3,1.0,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3582,49,25.0,65,1,0.0,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3583,30,3.0,33,4,1.5,Graduate,85,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3584,63,37.0,15,1,0.8,Graduate,115,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3585,45,18.0,45,3,1.0,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3586,40,15.0,132,2,3.9,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3587,28,4.0,29,3,0.1,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3588,62,38.0,65,1,0.0,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3589,38,12.0,52,2,2.4,Graduate,147,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3590,32,7.0,64,2,0.1,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3591,58,32.0,73,2,2.3,Professional,224,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3592,33,3.0,20,1,0.666666666666667,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3593,60,34.0,44,2,0.3,Undergraduate,192,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3594,34,8.0,79,1,2.5,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3595,38,14.0,104,2,1.8,Graduate,79,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3596,44,20.0,88,1,4.7,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3597,56,26.0,51,3,2.0,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3598,37,11.0,61,3,0.9,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3599,45,19.0,23,2,0.1,Professional,91,No,No,Yes,Yes,Yes,Holds Only Deposit Account
3600,44,20.0,38,2,2.1,Professional,95,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3601,37,13.0,75,3,2.6,Graduate,0,No,Yes,No,No,No,Holds Only Security Account
3602,47,21.0,42,4,0.1,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3603,51,25.0,45,4,0.1,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3604,63,38.0,59,3,0.5,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3605,61,31.0,130,2,2.6,Professional,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
3606,43,18.0,9,2,0.0,Professional,96,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3607,41,15.0,62,3,0.9,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3608,59,35.0,202,1,4.7,Undergraduate,553,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3609,29,5.0,162,1,4.3,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3610,32,6.0,93,3,1.6,Undergraduate,79,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3611,64,39.0,145,1,0.9,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3612,50,25.0,99,1,4.6,Undergraduate,368,Yes,Yes,Yes,No,Yes,Holds Both Security & Deposit Account
3613,35,11.0,148,1,5.8,Professional,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3614,34,10.0,154,3,5.4,Graduate,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3615,58,34.0,149,2,6.0,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3616,41,15.0,69,1,1.5,Professional,78,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3617,37,11.0,30,2,0.3,Undergraduate,146,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3618,35,8.0,48,2,1.0,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3619,45,20.0,42,1,0.3,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3620,53,29.0,132,2,0.3,Undergraduate,403,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3621,53,27.0,81,3,1.7,Graduate,193,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3622,54,29.0,60,4,3.8,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3623,28,3.0,45,4,1.7,Graduate,95,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3624,58,28.0,70,1,1.4,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3625,47,21.0,71,4,2.9,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3626,24,20.1046,28,4,1.0,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3627,27,1.0,83,2,0.2,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3628,42,18.0,131,1,3.4,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3629,50,26.0,82,1,0.0,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3630,41,16.0,79,1,4.0,Professional,225,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3631,46,21.0,51,4,1.9,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3632,46,20.0,111,2,6.3,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3633,51,25.0,93,1,0.3,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3634,59,35.0,73,4,2.3,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3635,58,33.0,24,2,0.5,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3636,37,11.0,64,3,0.9,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3637,39,14.0,104,3,1.0,Undergraduate,242,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3638,47,22.0,38,4,1.9,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3639,51,26.0,191,1,8.1,Undergraduate,0,No,Yes,No,Yes,No,Holds Only Security Account
3640,64,34.0,53,4,1.66666666666667,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3641,59,35.0,74,4,2.3,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3642,55,29.0,21,4,0.7,Professional,0,No,Yes,No,Yes,No,Holds Only Security Account
3643,57,32.0,80,3,1.6,Professional,144,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3644,59,33.0,41,4,2.5,Undergraduate,174,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3645,42,17.0,79,1,3.7,Professional,0,No,Yes,No,No,Yes,Holds Only Security Account
3646,34,9.0,141,3,6.9,Graduate,260,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3647,41,14.0,32,3,1.0,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3648,43,13.0,38,3,2.0,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3649,53,29.0,85,3,1.8,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3650,47,21.0,93,2,0.8,Professional,107,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3651,49,23.0,140,1,1.9,Professional,0,Yes,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3652,35,9.0,69,4,2.2,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3653,52,27.0,32,2,2.0,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3654,53,28.0,61,4,0.9,Undergraduate,177,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3655,48,22.0,125,1,2.4,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3656,35,8.0,30,4,1.0,Graduate,0,No,Yes,No,No,No,Holds Only Security Account
3657,52,26.0,104,2,2.4,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3658,60,35.0,24,1,0.1,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3659,33,7.0,22,1,0.4,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3660,38,12.0,59,2,2.4,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3661,29,4.0,120,1,4.1,Graduate,0,Yes,Yes,Yes,No,Yes,Holds Both Security & Deposit Account
3662,35,9.0,164,2,0.0,Undergraduate,500,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3663,26,2.0,60,4,1.6,Undergraduate,0,No,No,Yes,Yes,Yes,Holds Only Deposit Account
3664,48,24.0,43,3,1.9,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3665,43,19.0,70,3,2.33333333333333,Undergraduate,0,No,Yes,No,No,No,Holds Only Security Account
3666,60,35.0,51,2,2.8,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3667,27,3.0,59,4,1.6,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3668,38,13.0,129,4,0.3,Professional,75,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3669,40,15.0,22,2,1.4,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3670,38,14.0,29,4,0.4,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3671,50,25.0,18,1,0.4,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3672,38,13.0,65,3,0.5,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3673,34,9.0,65,4,1.3,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3674,42,16.0,38,1,0.2,Undergraduate,0,No,Yes,No,No,No,Holds Only Security Account
3675,60,34.0,110,2,2.0,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3676,62,37.0,22,1,1.5,Graduate,111,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3677,59,33.0,43,2,0.3,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3678,49,25.0,30,4,0.6,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3679,49,23.0,134,2,6.3,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3680,36,11.0,32,3,1.3,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3681,33,9.0,139,1,4.3,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3682,43,17.0,45,2,0.7,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3683,53,27.0,62,3,3.0,Graduate,0,No,Yes,No,No,No,Holds Only Security Account
3684,57,31.0,51,4,1.7,Graduate,103,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3685,53,27.0,93,1,0.8,Professional,313,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3686,60,35.0,122,1,1.3,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3687,34,10.0,45,1,1.33333333333333,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3688,51,26.0,179,1,8.1,Undergraduate,0,No,Yes,No,Yes,No,Holds Only Security Account
3689,36,12.0,64,3,2.8,Undergraduate,205,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3690,63,39.0,41,2,1.1,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3691,37,13.0,58,2,0.6,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3692,57,33.0,64,4,2.2,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3693,52,27.0,28,3,1.7,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3694,38,8.0,21,1,0.666666666666667,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3695,61,35.0,60,1,2.8,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3696,31,5.0,78,2,0.2,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3697,39,13.0,59,3,0.5,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3698,38,12.0,59,3,0.5,Professional,0,No,Yes,Yes,Yes,Yes,Holds Both Security & Deposit Account
3699,46,22.0,83,4,1.4,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3700,48,22.0,128,1,5.7,Undergraduate,0,No,Yes,No,No,No,Holds Only Security Account
3701,58,33.0,95,1,2.6,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3702,50,25.0,160,4,4.3,Professional,410,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
3703,67,41.0,78,4,2.4,Professional,0,No,Yes,No,No,No,Holds Only Security Account
3704,36,11.0,184,2,5.1,Graduate,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
3705,30,4.0,30,3,1.0,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3706,58,33.0,51,2,1.6,Professional,123,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3707,43,18.0,35,1,0.6,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3708,31,1.0,74,4,4.0,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3709,37,11.0,43,4,1.2,Graduate,0,No,Yes,No,No,No,Holds Only Security Account
3710,49,22.0,23,2,1.0,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3711,27,1.0,20,4,0.4,Undergraduate,99,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3712,50,25.0,112,1,0.6,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3713,46,20.0,74,3,0.7,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3714,49,23.0,65,2,0.4,Professional,232,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3715,29,5.0,124,2,0.2,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3716,55,29.0,65,3,2.5,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3717,61,37.0,73,3,2.0,Professional,285,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3718,45,19.0,8,2,0.1,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3719,33,8.0,53,3,2.3,Undergraduate,76,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3720,63,39.0,131,3,2.6,Professional,229,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3721,32,6.0,13,4,0.3,Undergraduate,0,No,Yes,Yes,Yes,Yes,Holds Both Security & Deposit Account
3722,42,17.0,60,1,2.4,Undergraduate,98,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3723,51,27.0,45,1,1.6,Graduate,82,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3724,44,20.0,39,2,2.1,Professional,119,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3725,33,6.0,78,4,2.0,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3726,39,13.0,43,3,0.5,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3727,56,30.0,31,2,0.3,Undergraduate,109,No,Yes,Yes,Yes,Yes,Holds Both Security & Deposit Account
3728,28,3.0,118,3,2.4,Graduate,161,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
3729,43,17.0,82,3,0.1,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3730,30,6.0,112,3,2.5,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3731,34,8.0,10,1,0.4,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3732,26,1.0,18,2,0.9,Professional,95,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3733,58,32.0,72,3,0.3,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3734,43,19.0,72,4,0.2,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3735,40,14.0,78,1,5.2,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3736,54,30.0,78,3,1.8,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3737,44,19.0,30,1,0.5,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3738,54,28.0,45,3,1.4,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
3739,39,14.0,80,2,0.4,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3740,59,35.0,174,1,4.7,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3741,53,29.0,51,2,3.2,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3742,32,8.0,181,1,6.0,Undergraduate,0,No,No,Yes,Yes,Yes,Holds Only Deposit Account
3743,40,14.0,78,4,1.4,Graduate,194,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
3744,54,29.0,79,3,1.6,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
3745,27,3.0,119,1,5.4,Undergraduate,118,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3746,63,39.0,49,4,1.2,Graduate,109,No,Yes,Yes,Yes,Yes,Holds Both Security & Deposit Account
3747,26,0.0,83,3,3.9,Graduate,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3748,33,7.0,100,1,2.7,Graduate,126,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3749,43,19.0,70,3,2.33333333333333,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3750,57,32.0,52,3,0.5,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
3751,26,2.0,12,4,1.0,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
